date,tid,open,high,low,close,volume,mid,range,fac0,avg,s3,s7,s14,s21,s35,s49,s75,s100,s150,s200,s300,s400,s500,s600,s800,s1000,s1500,s2000,s3000,ma_close,ub,lb
2022-10-25/11:00:00,1,2964.5676,2966.0128,2944.2607,2946.2854,2409273800,2955.13675,21.7521,-247.329409,-339.255709,1701.038669,1113.591209,787.427895,642.932184,498.0131283,420.8979143,340.2077338,294.62854,240.5631956,208.3338386,170.1038669,147.31427,131.7618887,120.2815978,104.1669193,93.16972501,76.07276192,65.88094436,53.79156581,3031.904135,139.259315,-230.442329
2022-10-25/10:30:00,1,2972.9346,2972.9771,2952.9215,2963.9651,3341359100,2962.9493,20.0556,-275.318398,-345.959741,1711.246048,1120.273507,792.1529936,646.7902109,501.001543,423.4235857,342.2492097,296.39651,242.006737,209.5839821,171.1246048,148.198255,132.5525489,121.0033685,104.7919911,93.72880621,76.52924981,66.27627447,54.1143515,3034.559835,139.259315,-226.051943
2022-10-25/10:00:00,1,2969.156,2984.4928,2949.0068,2973.333,7943246600,2966.7498,35.486,-290.313822,-374.026539,1716.654608,1123.81424,794.6566702,648.8344542,502.5850071,424.7618571,343.3309216,297.3333,242.7716228,210.2463927,171.6654608,148.66665,132.9714942,121.3858114,105.1231964,94.02504522,76.77112794,66.48574708,54.28538517,3037.072932,139.259315,-221.022388
2022-10-24/15:00:00,1,2984.9511,2988.4374,2976.1943,2977.5554,3392307400,2982.31585,12.2431,230.461601,-295.249586,1719.092412,1125.410158,795.7851541,649.7558574,503.298723,425.3650571,343.8184823,297.75554,243.1163804,210.5449615,171.9092412,148.87777,133.1603256,121.5581902,105.2724807,94.15856923,76.88014984,66.58016281,54.36247529,3039.319765,139.259315,-216.67477
2022-10-24/14:30:00,1,2983.806,2989.942,2965.1675,2984.9135,3641277500,2977.55475,24.7745,-291.094759,-382.077355,1723.340613,1128.191258,797.751689,651.3615265,504.5424689,426.4162143,344.6681225,298.49135,243.7171667,211.0652577,172.3340613,149.245675,133.4893899,121.8585834,105.5326289,94.39125279,77.07013517,66.74469493,54.49681521,3041.423979,139.259315,-212.14191
2022-10-24/14:00:00,1,2994.3247,3004.5959,2983.3328,2983.7179,2590138500,2993.96435,21.2631,-247.703189,-350.423818,1722.650333,1127.739364,797.4321515,651.1006252,504.3403756,426.2454143,344.5300666,298.37179,243.6195464,210.980716,172.2650333,149.185895,133.435921,121.8097732,105.490358,94.35344459,77.03926491,66.7179605,54.47498664,3043.374324,139.259315,-206.649415
2022-10-24/13:30:00,1,3011.762,3011.762,2992.4601,2994.0387,2936793300,3002.11105,19.3019,-240.319532,-343.476999,1728.609049,1131.640259,800.1905013,653.3528084,506.0849092,427.7198143,345.7218099,299.40387,244.4622362,211.7105068,172.8609049,149.701935,133.8974812,122.2311181,105.8552534,94.67981695,77.30574682,66.9487406,54.6634178,3044.959703,139.259315,-201.696689
2022-10-24/11:30:00,1,3005.3605,3019.1462,3004.8385,3011.7395,1887446500,3011.99235,14.3077,-204.288083,-329.914023,1738.828611,1138.330533,804.9212391,657.2154396,509.0768905,430.2485,347.7657222,301.17395,245.9075004,212.9621424,173.8828611,150.586975,134.6890851,122.9537502,106.4810712,95.23956539,77.76277951,67.34454253,54.98658872,3046.279705,139.259315,-197.007916
2022-10-24/11:00:00,1,3019.4933,3023.7523,3004.5218,3004.8679,2581003400,3014.13705,19.2305,223.599027,-294.549612,1734.861291,1135.733312,803.0847267,655.7159336,507.9153781,429.2668429,346.9722582,300.48679,245.3464366,212.4762469,173.4861291,150.243395,134.3817778,122.6732183,106.2381234,95.02226632,77.58535556,67.19088888,54.86113104,3047.423105,139.259315,-193.036337
2022-10-24/10:30:00,1,3025.262,3025.262,3002.221,3019.3678,4250114200,3013.7415,23.041,-368.570846,-368.570846,1743.232812,1141.213759,806.959988,658.8800712,510.3663086,431.3382571,348.6465624,301.93678,246.5303485,213.5015446,174.3232812,150.96839,135.030233,123.2651743,106.7507723,95.48079342,77.95974137,67.5151165,55.12586178,3048.548071,139.259315,-188.446899
2022-10-24/10:00:00,1,3034.7458,3064.4211,3023.4904,3025.0581,8529454800,3043.95575,40.9307,299.509086,0,1746.518108,1143.364491,808.4807847,660.1217964,511.3281448,432.1511571,349.3036217,302.50581,246.9949596,213.9039096,174.6518108,151.252905,135.2847109,123.4974798,106.9519548,95.6607365,78.10666428,67.64235547,55.22975197,3049.21841,139.259315,-186.153767
2022-10-21/15:00:00,1,3035.8437,3042.459,3035.2645,3038.9291,3150068900,3038.86175,7.1945,184.023149,-65.350722,1754.526534,1148.607236,812.1879653,663.1486968,513.6727717,434.1327286,350.9053068,303.89291,248.127522,214.8847374,175.4526534,151.946455,135.9050409,124.063761,107.4423687,96.09937604,78.46481196,67.95252046,55.48300062,3049.494775,139.259315,-186.153767
2022-10-21/14:30:00,1,3040.9746,3041.4654,3026.9603,3035.8373,2588932200,3034.21285,14.5051,-223.828206,-244.362829,1752.741482,1147.438645,811.361647,662.4740107,513.1501622,433.6910429,350.5482965,303.58373,247.8750776,214.6661141,175.2741482,151.791865,135.7667714,123.9375388,107.3330571,96.00160474,78.38498203,67.88338571,55.42655234,3049.926564,139.259315,-187.052673
2022-10-21/14:00:00,1,3049.8392,3049.8611,3039.1928,3040.7028,2096773400,3044.52695,10.6683,-166.599807,14.800542,1755.55058,1149.277631,812.6620066,663.5357499,513.9725818,434.3861143,351.110116,304.07028,248.272344,215.0101569,175.555058,152.03514,135.9843632,124.136172,107.5050785,96.15546536,78.5106087,67.9921816,55.51538381,3050.274257,139.259315,-184.057119
2022-10-21/13:30:00,1,3050.1308,3051.8505,3042.6018,3049.4584,2025103300,3047.22615,9.2487,-167.720539,46.921055,1760.605628,1152.586937,815.0020391,665.4463784,515.4525483,435.6369143,352.1211256,304.94584,248.9872357,215.6292714,176.0605628,152.47292,136.3759255,124.4936179,107.8146357,96.43234174,78.73667732,68.18796277,55.67523846,3050.418301,143.199504,-184.057119
2022-10-21/11:30:00,1,3044.5455,3055.4157,3044.4442,3050.1765,1782640200,3049.92995,10.9715,170.31327,105.13563,1761.020223,1152.858353,815.1939594,665.6030807,515.5739293,435.7395,352.2040447,305.01765,249.0458683,215.6800487,176.1020223,152.508825,136.4080399,124.5229342,107.8400243,96.45505006,78.75521858,68.20401997,55.68834911,3050.478239,145.790546,-184.057119
2022-10-21/11:00:00,1,3042.8108,3049.7217,3042.2017,3044.0967,2130383700,3045.9617,7.52,196.423399,107.930972,1757.510049,1150.560405,813.5690645,664.2763595,514.5462556,434.8709571,351.5020098,304.40967,248.5494548,215.2501419,175.7510049,152.204835,136.136143,124.2747274,107.625071,96.2627899,78.59823882,68.06807151,55.57734766,3050.556846,147.473821,-184.057119
2022-10-21/10:30:00,1,3037.6313,3043.4015,3032.0999,3043.0331,3242150200,3037.7507,11.3016,-199.279215,27.738648,1756.895979,1150.158402,813.2848055,664.044263,514.3664743,434.7190143,351.3791959,304.30331,248.4626122,215.174934,175.6895979,152.151655,136.0885774,124.2313061,107.587467,96.22915591,78.57077679,68.04428869,55.55792907,3050.824563,150.405472,-184.057119
2022-10-21/10:00:00,1,3038.0358,3050.2363,3037.3339,3037.373,7509360300,3043.7851,12.9024,195.887917,146.259495,1753.628119,1148.019085,811.7720801,662.8091279,513.4097428,433.9104286,350.7256238,303.7373,248.000467,214.7747045,175.3628119,151.86865,135.83545,124.0002335,107.3873523,96.05016783,78.42463363,67.91772501,55.45459026,3051.127091,152.819784,-184.057119
2022-10-20/15:00:00,1,3040.7442,3040.7442,3032.7137,3035.0504,3091243000,3036.72895,8.0305,-178.664715,30.954217,1752.287165,1147.141225,811.1513392,662.302295,513.0171518,433.5786286,350.4574331,303.50504,247.8108275,214.6104719,175.2287165,151.75252,135.7315802,123.9054137,107.305236,95.97672077,78.36466436,67.8657901,55.41218557,3051.440499,155.190997,-184.057119
2022-10-20/14:30:00,1,3046.273,3047.2975,3035.745,3040.8743,1879533100,3041.52125,11.5525,-224.788273,12.542804,1755.649596,1149.342452,812.7078419,663.5731742,514.0015705,434.4106143,351.1299191,304.08743,248.2863469,215.0222838,175.5649596,152.043715,135.9920329,124.1431734,107.5111419,96.16088866,78.51503681,67.99601646,55.51851495,3051.786536,159.706422,-184.057119
2022-10-20/14:00:00,1,3058.7756,3058.7756,3041.5868,3046.0638,1993377100,3050.1812,17.1888,-274.79262,84.725412,1758.645755,1151.303899,814.0947941,664.705616,514.8787561,435.1519714,351.729151,304.60638,248.7100678,215.3892369,175.8645755,152.30319,136.2241144,124.3550339,107.6946184,96.32499506,78.64902913,68.11205721,55.61326183,3051.916528,163.425037,-184.057119
2022-10-20/13:30:00,1,3035.9139,3070.2648,3035.9139,3058.7424,3469757500,3053.08935,34.3509,297.996064,251.075117,1765.965748,1156.095959,817.4832925,667.4723133,517.0218307,436.9632,353.1931496,305.87424,249.7452712,216.2857493,176.5965748,152.93712,136.7911186,124.8726356,108.1428746,96.7259276,78.97638917,68.39555932,55.84474034,3051.85691,163.451777,-184.057119
2022-10-20/11:30:00,1,3042.9822,3043.3158,3029.8275,3032.6332,1672604400,3036.57165,13.4883,179.593715,-112.747715,1750.891594,1146.227609,810.5053153,661.7748188,512.6085704,433.2333143,350.1783189,303.26332,247.6134639,214.4395501,175.0891594,151.63166,135.6234797,123.806732,107.219775,95.9002822,78.30225253,67.81173986,55.36805374,3051.997643,174.053899,-184.057119
2022-10-20/11:00:00,1,3028.9289,3043.2954,3028.5602,3043.0429,2366832300,3035.9278,14.7352,254.064399,-181.163517,1756.901637,1150.162106,813.2874246,664.0464015,514.3681309,434.7204143,351.3803275,304.30429,248.4634123,215.175627,175.6901637,152.152145,136.0890157,124.2317062,107.5878135,96.22946582,78.57102982,68.04450783,55.55810799,3052.398117,174.053899,-184.788302
2022-10-20/10:30:00,1,3019.3033,3028.7475,3013.6929,3028.6815,3056441200,3021.2202,15.0546,-208.244005,-317.138833,1748.610079,1144.734007,809.449179,660.9124871,511.9406112,432.6687857,349.7220159,302.86815,247.2908089,214.1601227,174.8610079,151.434075,135.4467543,123.6454045,107.0800613,95.77531847,78.20022007,67.72337716,55.2959059,3053.022093,174.053899,-182.278618
2022-10-20/10:00:00,1,3029.3028,3033.6125,3019.1295,3019.5289,6943825900,3026.371,14.483,-257.639008,-321.165194,1743.325823,1141.274649,807.0030438,658.9152261,510.3935394,431.3612714,348.6651646,301.95289,246.5435023,213.5129361,174.3325823,150.976445,135.0374376,123.2717511,106.7564681,95.48588785,77.96390095,67.5187188,55.12880305,3053.780179,174.053899,-177.503235
2022-10-19/15:00:00,1,3049.1893,3049.5124,3044.3777,3044.3777,3109972400,3046.94505,5.1347,-154.074101,-237.28792,1757.672285,1150.666613,813.644165,664.3376788,514.5937532,434.9111,351.5344569,304.43777,248.5723983,215.2700116,175.7672285,152.218885,136.1487097,124.2861992,107.6350058,96.2716759,78.60549421,68.07435486,55.582478,3054.115335,174.053899,-173.913231
2022-10-19/14:30:00,1,3052.2136,3055.1885,3047.4733,3048.8729,1834853900,3051.3309,7.7152,163.69485,-209.813448,1760.26759,1152.365639,814.8455577,665.3186118,515.3535807,435.5532714,352.0535179,304.88729,248.9394299,215.5878703,176.026759,152.443645,136.3497412,124.4697149,107.7939351,96.4138266,78.72155978,68.17487059,55.66454874,3054.029823,174.053899,-172.032364
2022-10-19/14:00:00,1,3052.783,3057.3957,3045.1987,3052.0615,2445338200,3051.2972,12.197,-210.59694,-268.213977,1762.108529,1153.570816,815.6977469,666.0144214,515.8925525,436.0087857,352.4217057,305.20615,249.199778,215.8133383,176.2108529,152.603075,136.4923397,124.599889,107.9066692,96.51465899,78.80388907,68.24616986,55.72276435,3053.843831,174.053899,-169.647185
2022-10-19/13:30:00,1,3065.3601,3065.3601,3052.6352,3052.6352,2125411000,3058.99765,12.7249,-217.578526,-254.805349,1762.439754,1153.787655,815.8510747,666.139613,515.9895255,436.0907429,352.4879509,305.26352,249.2466204,215.853905,176.2439754,152.63176,136.5179964,124.6233102,107.9269525,96.53280098,78.81870194,68.25899818,55.73323863,3053.504139,174.053899,-166.517733
2022-10-19/11:30:00,1,3073.664,3074.0987,3064.8384,3065.1849,1595647500,3069.46855,9.2603,-152.242444,-210.362079,1769.685327,1158.530995,819.2051231,668.8781821,518.110812,437.8835571,353.9370654,306.51849,250.2712991,216.7413028,176.9685327,153.259245,137.079236,125.1356495,108.3706514,96.92965734,79.1427338,68.539618,55.96236376,3052.842698,174.053899,-164.264982
2022-10-19/11:00:00,1,3074.9987,3075.3239,3069.3279,3073.77,1964483900,3072.3259,5.996,159.040613,-184.729505,1774.641937,1161.775858,821.4995876,670.7516045,519.5619587,439.11,354.9283874,307.377,250.9722696,217.3483611,177.4641937,153.6885,137.4631733,125.4861348,108.6741805,97.20114203,79.36440013,68.73158667,56.11910552,3051.93106,174.053899,-163.094295
2022-10-19/10:30:00,1,3069.6901,3076.6162,3065.1764,3075.1659,3481733200,3070.8963,11.4398,-189.41366,-239.319795,1775.44786,1162.303459,821.8726575,671.0562148,519.7979089,439.3094143,355.089572,307.51659,251.0862443,217.4470661,177.544786,153.758295,137.5255999,125.5431222,108.7235331,97.24528427,79.40044212,68.76279994,56.14459105,3050.953884,174.053899,-161.47263
2022-10-19/10:00:00,1,3073.2616,3081.3903,3069.2544,3069.867,6532090900,3075.32235,12.1359,-173.169768,-231.132,1772.388539,1160.300663,820.4564669,669.8999,518.9022313,438.5524286,354.4777078,306.9867,250.6535909,217.0723773,177.2388539,153.49335,137.2886259,125.3267955,108.5361887,97.07771834,79.26362511,68.64431294,56.04784681,3049.886734,174.053899,-159.109626
2022-10-18/15:00:00,1,3078.5128,3082.7945,3076.4362,3080.9574,2917390500,3079.61535,6.3583,137.891285,-183.012198,1778.791584,1164.49244,823.420501,672.3200237,520.776851,440.1367714,355.7583169,308.09574,251.5591183,217.856587,177.8791584,154.04787,137.7846036,125.7795592,108.9282935,97.42842758,79.549978,68.89230182,56.25032889,3048.637876,174.053899,-157.621195
2022-10-18/14:30:00,1,3079.8014,3079.9301,3074.2162,3078.6481,2199974900,3077.07315,5.7139,-167.906823,-230.125319,1777.458309,1163.619607,822.8033146,671.8160932,520.3865081,439.8068714,355.4916619,307.86481,251.3705648,217.6932948,177.7458309,153.932405,137.6813286,125.6852824,108.8466474,97.3554011,79.49035213,68.8406643,56.20816703,3047.314126,174.053899,-156.172514
2022-10-18/14:00:00,1,3084.7518,3086.927,3079.6213,3079.6965,2218497100,3083.27415,7.3057,-212.492772,3.734315,1778.063603,1164.015865,823.0835113,672.0448728,520.56372,439.9566429,355.6127207,307.96965,251.4561663,217.7674279,177.8063603,153.984825,137.7282145,125.7280831,108.883714,97.38855442,79.51742171,68.86410724,56.22730811,3045.887557,174.053899,-155.457375
2022-10-18/13:30:00,1,3090.877,3099.9182,3084.4378,3084.4378,2756471900,3092.178,15.4804,216.263921,232.684404,1780.800994,1165.807908,824.350677,673.0795093,521.365146,440.6339714,356.1601988,308.44378,251.8432918,218.1026885,178.0800994,154.22189,137.9402519,125.9216459,109.0513442,97.53848749,79.63984155,68.97012593,56.31387201,3044.178189,175.709369,-155.457375
2022-10-18/11:30:00,1,3082.1241,3090.609,3078.892,3089.7384,1984835000,3084.7505,11.717,171.437604,110.300976,1783.861297,1167.811346,825.767322,674.236195,522.261111,441.3912,356.7722594,308.97384,252.276084,218.4774975,178.3861297,154.48692,138.1773019,126.138042,109.2387487,97.70610718,79.77670245,69.08865095,56.41064728,3042.396467,175.6206,-155.457375
2022-10-18/11:00:00,1,3083.774,3084.5182,3077.3727,3082.252,2259443500,3080.94545,7.1455,-171.790246,79.692921,1779.539022,1164.981753,823.7664974,672.6025286,520.9956784,440.3217143,355.9078044,308.2252,251.664822,217.9481291,177.9539022,154.1126,137.8424999,125.832411,108.9740645,97.46936643,79.58340443,68.92124996,56.27396494,3040.745213,177.908471,-155.457375
2022-10-18/10:30:00,1,3088.326,3089.6894,3076.3945,3083.4776,3331949200,3083.04195,13.2949,-209.652272,139.937387,1780.246622,1165.444986,824.0940528,672.8699765,521.2028426,440.4968,356.0493245,308.34776,251.7648918,218.0347921,178.0246622,154.17388,137.8973104,125.8824459,109.017396,97.5081233,79.61504929,68.94865521,56.29634124,3039.076935,179.708932,-155.457375
2022-10-18/10:00:00,1,3094.9272,3096.1747,3083.3188,3088.3329,6894913600,3089.74675,12.8559,173.097146,252.615657,1783.049831,1167.280117,825.3916863,673.9294898,522.0235381,441.1904143,356.6099662,308.83329,252.1613254,218.3781136,178.3049831,154.416645,138.114446,126.0806627,109.1890568,97.66166137,79.74041259,69.05722302,56.38498648,3037.228366,178.76645,-155.457375
2022-10-17/15:00:00,1,3082.9329,3087.1944,3082.7047,3084.9423,3516859600,3084.94955,4.4897,153.253656,228.300453,1781.092267,1165.998591,824.4855103,673.1896002,521.4504221,440.7060429,356.2184535,308.49423,251.884484,218.138362,178.1092267,154.247115,137.9628138,125.942242,109.069181,97.55444118,79.65286768,68.98140689,56.32308288,3035.306379,176.36733,-155.457375
2022-10-17/14:30:00,1,3082.5494,3085.2506,3076.6099,3082.3879,2048268500,3080.93025,8.6407,149.775337,234.308617,1779.617484,1165.033118,823.8028182,672.6321844,521.0186497,440.3411286,355.9234968,308.23879,251.6759181,217.9577386,177.9617484,154.119395,137.8485775,125.8379591,108.9788693,97.47366396,79.58691336,68.92428877,56.27644613,3033.4828,174.206572,-155.457375
2022-10-17/14:00:00,1,3077.3346,3083.2092,3075.1355,3082.9055,2012799200,3079.17235,8.0737,191.49025,240.276286,1779.91632,1165.228753,823.9411526,672.745134,521.1061401,440.4150714,355.9832641,308.29055,251.71818,217.9943385,177.991632,154.145275,137.8717253,125.85909,108.9971692,97.49003191,79.60027773,68.93586266,56.28589617,3031.712765,171.808545,-155.457375
2022-10-17/13:30:00,1,3069.7578,3079.1015,3066.6467,3077.7308,2300209700,3072.8741,12.4548,188.125541,42.281946,1776.928706,1163.2729,822.5581559,671.6159219,520.2314561,439.6758286,355.3857412,307.77308,251.2956675,217.6284319,177.6928706,153.88654,137.6403057,125.6478338,108.814216,97.32639353,79.46666755,68.82015285,56.1914195,3030.033167,172.327678,-155.457375
2022-10-17/11:30:00,1,3064.9883,3069.1938,3063.096,3068.8291,1922031100,3066.1449,6.0978,127.655456,-92.083498,1771.789307,1159.908374,820.1790765,669.6734117,518.7267942,438.4041571,354.3578614,306.88291,250.5688468,216.9989867,177.1789307,153.441455,137.2422096,125.2844234,108.4994933,97.04489706,79.23682664,68.62110479,56.02889744,3028.524643,177.69231,-155.457375
2022-10-17/11:00:00,1,3065.22,3069.1017,3061.8106,3065.3651,2296087500,3065.45615,7.2911,190.037139,-75.102739,1769.789366,1158.599105,819.2532835,668.9175049,518.1412713,437.9093,353.9578731,306.53651,250.2860123,216.7540449,176.9789366,153.268255,137.0872948,125.1430062,108.3770225,96.93535576,79.14738655,68.54364739,55.96565374,3027.102655,177.69231,-158.358546
2022-10-17/10:30:00,1,3053.9268,3067.6504,3052.7149,3065.0441,3698453900,3060.18265,14.9355,-192.957411,-180.101266,1769.604036,1158.477778,819.1674927,668.847457,518.0870124,437.8634429,353.9208072,306.50441,250.2598028,216.7313468,176.9604036,153.252205,137.0729392,125.1299014,108.3656734,96.92520485,79.13909836,68.53646962,55.95979311,3025.744632,177.69231,-159.981336
2022-10-17/10:00:00,1,3060.5176,3069.6078,3052.7495,3054.1287,8466152300,3061.17865,16.8583,-226.002805,-114.716755,1763.302027,1154.352145,816.2502293,666.4655214,516.2419731,436.3041,352.6604054,305.41287,249.3685641,215.9595114,176.3302027,152.706435,136.5847877,124.6842821,107.9797557,96.58002959,78.85726395,68.29239385,55.76050608,3024.427905,177.69231,-161.0372
2022-10-14/15:00:00,1,3075.68,3075.9,3071.49,3071.99,3446797300,3073.695,4.41,130.604066,199.273491,1773.614253,1161.103081,821.0238625,670.3631766,519.2610838,438.8557143,354.7228507,307.199,250.8269332,217.2224961,177.3614253,153.5995,137.3835693,125.4134666,108.611248,97.14485349,79.31844073,68.69178466,56.08660731,3022.877589,177.69231,-191.633541
2022-10-14/14:30:00,1,3070.29,3076.6,3068.89,3075.56,2174624300,3072.745,7.71,-184.577399,178.385163,1775.675394,1162.452415,821.9779852,671.1422145,519.8645239,439.3657143,355.1350788,307.556,251.1184224,217.4749332,177.5675394,153.778,137.5432246,125.5592112,108.7374666,97.25774681,79.41061774,68.77161229,56.1517863,3021.123195,176.193195,-191.633541
